region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
Rio Grande do Norte,2020-03-06,1,0,3,0,1,1
Rio Grande do Norte,2020-03-07,2,0,4,1,2,1
Rio Grande do Norte,2020-03-08,2,0,4,1,2,1
Rio Grande do Norte,2020-03-09,2,0,5,0,2,1
Rio Grande do Norte,2020-03-10,3,0,6,1,3,1
Rio Grande do Norte,2020-03-11,3,1,7,2,4,1
Rio Grande do Norte,2020-03-12,4,1,8,1,4,1
Rio Grande do Norte,2020-03-13,5,2,9,2,5,1
Rio Grande do Norte,2020-03-14,6,2,10,3,6,1
Rio Grande do Norte,2020-03-15,7,2,11,5,8,1
Rio Grande do Norte,2020-03-16,8,2,12,5,9,1
Rio Grande do Norte,2020-03-17,9,4,14,6,10,1
Rio Grande do Norte,2020-03-18,10,5,16,7,11,1
Rio Grande do Norte,2020-03-19,12,5,17,8,13,1
Rio Grande do Norte,2020-03-20,14,7,19,9,14,1
Rio Grande do Norte,2020-03-21,15,8,21,11,16,1
Rio Grande do Norte,2020-03-22,17,9,23,12,18,1
Rio Grande do Norte,2020-03-23,18,11,25,15,20,1
Rio Grande do Norte,2020-03-24,20,12,26,14,20,1
Rio Grande do Norte,2020-03-25,20,12,27,18,23,1
Rio Grande do Norte,2020-03-26,21,14,28,17,23,1
Rio Grande do Norte,2020-03-27,22,15,29,17,23,1
Rio Grande do Norte,2020-03-28,23,16,31,18,24,1
Rio Grande do Norte,2020-03-29,24,15,30,19,25,1
Rio Grande do Norte,2020-03-30,24,16,31,19,25,1
Rio Grande do Norte,2020-03-31,24,15,31,20,26,1
Rio Grande do Norte,2020-04-01,23,15,31,21,27,1
Rio Grande do Norte,2020-04-02,24,14,32,19,25,1
Rio Grande do Norte,2020-04-03,26,16,34,23,30,1
Rio Grande do Norte,2020-04-04,28,20,38,25,32,1
Rio Grande do Norte,2020-04-05,31,21,41,26,34,1
Rio Grande do Norte,2020-04-06,35,23,43,30,38,1
Rio Grande do Norte,2020-04-07,37,25,47,30,39,1
Rio Grande do Norte,2020-04-08,40,29,50,36,44,1
Rio Grande do Norte,2020-04-09,42,30,51,37,45,1
Rio Grande do Norte,2020-04-10,44,32,54,37,46,1
Rio Grande do Norte,2020-04-11,46,33,57,41,50,1
Rio Grande do Norte,2020-04-12,48,36,60,42,51,1
Rio Grande do Norte,2020-04-13,51,37,62,44,54,1
Rio Grande do Norte,2020-04-14,53,40,66,44,55,1
Rio Grande do Norte,2020-04-15,56,42,69,46,57,1
Rio Grande do Norte,2020-04-16,60,43,73,52,63,1
Rio Grande do Norte,2020-04-17,64,49,79,55,67,1
Rio Grande do Norte,2020-04-18,69,53,82,59,71,1
Rio Grande do Norte,2020-04-19,73,58,88,63,75,1
Rio Grande do Norte,2020-04-20,78,61,92,71,83,1
Rio Grande do Norte,2020-04-21,82.5,65,97,73,86,1
Rio Grande do Norte,2020-04-22,87,71,102,80,92,1
Rio Grande do Norte,2020-04-23,90,74,105,84,95,1
Rio Grande do Norte,2020-04-24,93,77,109,86,98,1
Rio Grande do Norte,2020-04-25,95,77,111,84,98,1
Rio Grande do Norte,2020-04-26,95,76,113,89,103,1
Rio Grande do Norte,2020-04-27,98,80,119,85,101,1
Rio Grande do Norte,2020-04-28,103,83,122,87,105,0.99
Rio Grande do Norte,2020-04-29,109,87,129,97,114,0.99
Rio Grande do Norte,2020-04-30,118,92,138,110,128,0.99
Rio Grande do Norte,2020-05-01,125,98,147,111,130,0.99
Rio Grande do Norte,2020-05-02,134,110,157,123,141,0.99
Rio Grande do Norte,2020-05-03,146,119,170,138,158,0.98
Rio Grande do Norte,2020-05-04,157,132,183,144,165,0.98
Rio Grande do Norte,2020-05-05,169,144,193,159,179,0.97
Rio Grande do Norte,2020-05-06,181,154,202,169,188,0.96
Rio Grande do Norte,2020-05-07,191,162,213,179,198,0.96
Rio Grande do Norte,2020-05-08,200,177,222,188,207,0.94
Rio Grande do Norte,2020-05-09,206,180,230,194,213,0.93
Rio Grande do Norte,2020-05-10,211,187,236,198,218,0.91
Rio Grande do Norte,2020-05-11,215,190,238,199,219,0.88
Rio Grande do Norte,2020-05-12,222,197,246,211,231,0.85
Rio Grande do Norte,2020-05-13,226,202,255,211,232,0.81
Rio Grande do Norte,2020-05-14,230,201,260,216,239,0.76
Rio Grande do Norte,2020-05-15,233.5,202,264,217,242,0.69
Sergipe,2020-02-06,1,1,1,1,1,1
Sergipe,2020-02-07,0.5,0,1,0,1,1
Sergipe,2020-02-08,0,0,1,0,0,1
Sergipe,2020-02-09,0,0,1,0,0,1
Sergipe,2020-02-10,0,0,1,0,0,1
Sergipe,2020-02-11,0,0,1,0,0,1
Sergipe,2020-02-12,0,0,1,0,0,1
Sergipe,2020-02-13,0,0,1,0,0,1
Sergipe,2020-02-14,0,0,1,0,0,1
Sergipe,2020-02-15,0,0,1,0,0,1
Sergipe,2020-02-16,0,0,1,0,0,1
Sergipe,2020-02-17,0,0,1,0,0,1
Sergipe,2020-02-18,0,0,1,0,0,1
Sergipe,2020-02-19,0,0,1,0,0,1
Sergipe,2020-02-20,0,0,1,0,0,1
Sergipe,2020-02-21,0,0,1,0,0,1
Sergipe,2020-02-22,0,0,1,0,0,1
Sergipe,2020-02-23,0,0,1,0,0,1
Sergipe,2020-02-24,0,0,1,0,0,1
Sergipe,2020-02-25,0,0,1,0,0,1
Sergipe,2020-02-26,0,0,1,0,0,1
Sergipe,2020-02-27,0,0,1,0,0,1
Sergipe,2020-02-28,0,0,1,0,0,1
Sergipe,2020-02-29,0,0,1,0,0,1
Sergipe,2020-03-01,0,0,1,0,0,1
Sergipe,2020-03-02,0,0,1,0,0,1
Sergipe,2020-03-03,0,0,1,0,0,1
Sergipe,2020-03-04,0,0,2,0,0,1
Sergipe,2020-03-05,0,0,2,0,0,1
Sergipe,2020-03-06,1,0,2,0,1,1
Sergipe,2020-03-07,1,0,2,0,1,1
Sergipe,2020-03-08,1,0,2,0,1,1
Sergipe,2020-03-09,1,0,2,0,1,1
Sergipe,2020-03-10,1,0,2,0,1,1
Sergipe,2020-03-11,1,0,3,0,1,1
Sergipe,2020-03-12,1,0,3,0,1,1
Sergipe,2020-03-13,1,0,3,0,1,1
Sergipe,2020-03-14,1,0,3,0,1,1
Sergipe,2020-03-15,1,0,3,0,1,1
Sergipe,2020-03-16,1,0,3,0,1,1
Sergipe,2020-03-17,1,0,3,0,1,1
Sergipe,2020-03-18,1,0,3,0,1,1
Sergipe,2020-03-19,1,0,3,0,1,1
Sergipe,2020-03-20,1,0,3,0,1,1
Sergipe,2020-03-21,1,0,3,0,1,1
Sergipe,2020-03-22,2,0,4,1,2,1
Sergipe,2020-03-23,2,0,4,1,2,1
Sergipe,2020-03-24,2,0,4,1,2,1
Sergipe,2020-03-25,2,0,4,0,2,1
Sergipe,2020-03-26,2,0,5,0,2,1
Sergipe,2020-03-27,3,0,5,1,3,1
Sergipe,2020-03-28,3,0,5,1,3,1
Sergipe,2020-03-29,3,0,6,1,3,1
Sergipe,2020-03-30,3,0,6,1,3,1
Sergipe,2020-03-31,4,0,7,1,4,1
Sergipe,2020-04-01,4,0,7,3,5,1
Sergipe,2020-04-02,5,0,8,2,5,1
Sergipe,2020-04-03,5,1,10,3,6,1
Sergipe,2020-04-04,6,1,11,3,7,1
Sergipe,2020-04-05,7,1,13,4,8,1
Sergipe,2020-04-06,9,2,15,4,9,1
Sergipe,2020-04-07,11,4,18,8,13,1
Sergipe,2020-04-08,13,4,20,9,15,1
Sergipe,2020-04-09,15,6,24,9,16,1
Sergipe,2020-04-10,18,9,27,13,20,1
Sergipe,2020-04-11,22,11,32,17,25,1
Sergipe,2020-04-12,25,13,37,20,29,1
Sergipe,2020-04-13,29,18,43,24,34,1
Sergipe,2020-04-14,34,19,48,27,38,1
Sergipe,2020-04-15,39,22,54,32,44,1
Sergipe,2020-04-16,46,29,62,36,50,1
Sergipe,2020-04-17,52,34,70,41,56,1
Sergipe,2020-04-18,60,41,82,52,67,1
Sergipe,2020-04-19,69,46,88,58,74,1
Sergipe,2020-04-20,78,58,99,66,83,1
Sergipe,2020-04-21,89.5,67,111,78,95,1
Sergipe,2020-04-22,99,75,120,87,105,1
Sergipe,2020-04-23,110,89,134,100,118,1
Sergipe,2020-04-24,120,100,145,107,126,1
Sergipe,2020-04-25,130,107,153,116,136,1
Sergipe,2020-04-26,139,115,164,128,146,1
Sergipe,2020-04-27,149,122,173,137,159,0.99
Sergipe,2020-04-28,157,131,182,142,164,0.99
Sergipe,2020-04-29,168,137,193,158,180,0.99
Sergipe,2020-04-30,180,150,206,164,186,0.99
Sergipe,2020-05-01,191,164,217,178,199,0.99
Sergipe,2020-05-02,203,174,230,189,211,0.98
Sergipe,2020-05-03,212,184,239,199,222,0.98
Sergipe,2020-05-04,223,193,249,208,231,0.97
Sergipe,2020-05-05,233,203,261,217,240,0.97
Sergipe,2020-05-06,247,216,276,229,253,0.96
Sergipe,2020-05-07,257,227,284,241,264,0.94
Sergipe,2020-05-08,271,243,303,255,278,0.93
Sergipe,2020-05-09,284,253,312,268,292,0.91
Sergipe,2020-05-10,293,265,321,286,309,0.88
Sergipe,2020-05-11,300,267,328,282,308,0.85
Sergipe,2020-05-12,305,271,332,293,316,0.81
Sergipe,2020-05-13,313,276,344,299,325,0.76
Sergipe,2020-05-14,320,283,354,302,329,0.69
